Quality	#1 ID	#2 ID	#1 String	#2 String
0	702876_A4	702977_A4	Amrozi accused his brother , whom he called `` witness of distorting his .	Referring to only `` the witness `` , Amrozi accused his brother deliberately distorting his .
0	1330381_A4	1330521_A4	They had published an advertisement on the Internet June 10 , offering the sale , he added .	On June 10 , the 's owners had an Internet offering the explosives sale .
0	1236820_A4	1236712_A4	The stock rose $ 2.11 or about 11 percent , to close at 21.51 on the New York Stock Exchange .	PG Corp. shares 1.63 percent to $ on New York Stock Exchange on .
0	738533_A4	737951_A4	in the quarter of the year 15 percent from the period a year .	the scandal Stewart 's company , revenue the first quarter year dropped 15 from the same period a year earlier
0	579975_A4	579810_A4	The then appealed to the state Supreme Court	The DVD appealed that the .
0	1355540_A4	1355592_A4	He said the foodservice pie doesn fit the 's strategy .	`` The foodservice pie business long-term .
0	1464126_A4	1464107_A4	But he added group performance would in the second half of the year and beyond .	De Sole in the that would improve in the second half of the year and beyond .
0	771416_A4	771467_A4	He told that Mr. had schools hospitals mind when they decided to ask for asylum .	`` Saddam 's British schools hospitals mind they decided to for -- especially the schools , `` he told The Sun
0	2150265_A4	2150184_A4	Sheena Young Child the national support network hoped the to a fair and equitable `` service sufferers .	Sheena Young , a for Child , the national support network , said the proposed should lead to a more `` fair and equitable `` service infertility sufferers .
0	1284150_A4	1284173_A4	The new Finder puts a 's folders , hard drive , network servers , iDisk removable media in one location , providing one-click access .	's redesigned Finder navigation tool puts a user favourite folders , hard drive , network servers iDisk and removable media in one location .
0	3270389_A4	3270327_A4	But warnings and watches were posted for Haiti , of Dominican Republic , the southeastern Bahamas and the Turk and Caicos islands	Tropical storm warnings were in Thursday for Jamaica Haiti watches the Dominican , the southeastern Bahamas and the Turks and islands .
0	2294059_A4	2294112_A4	A federal magistrate in Fort Lauderdale ordered held bail .	Zuccarini was ordered held without bail Wednesday by a federal judge Lauderdale ,
0	1321918_A4	1321644_A4	ago the IMF and Argentina struck a bare-minimum $ 6.8-billion debt deal that expires .	But six months ago , sides managed to strike a $ 6.8-billion rollover deal , which expires in August .
