Quality	#1 ID	#2 ID	#1 String	#2 String
1	702876_A2	702977_A2	Amrozi accused his brother , whomever means called `` the witness `` , concerns deliberately distorting his evidence .	Referring to him as exclusively `` the witness `` , Amrozi indictment his brother of consciously misrepresenting his evidence .
0	2108705_A2	2108831_A2	Yucaipa owned Dominick 's before selling the supply to Safeway in 1998 for $ 2.5 billion .	Yucaipa bribed Dominick 's ascertained 1995 for $ 693 million and sold sa took Safeway forum $ 1.80 billion join nagano .
1	1330381_A2	1330521_A2	They had publish another advertisement relation the Internet onto June 10 , supplying the cargo for shop , he added .	On June 10 , the ship 's owners had publish substantial advertisement on the Internet , deliver the explosives for bargain .
0	3344667_A2	3344648_A2	Around 0335 GMT , Tab shares were up 19 centimes , or 4.4 % , at A $ 4.56 , having earlier set a record high concerning A $ 4.75 i.	Tab shares hopped 20 cents , or 4.6 % , to set a record closing high at A income 4.57 .
1	1236820_A2	1236712_A2	The stock rose $ 2.11 , or about 11 percent , to close Friday at $ 21.51 on the New York Stock Exchange .	PG & E Corp. shares jumped $ 1.63 or 8 percent to $ 21.03 connected the New York Stock Exchange on Friday .
1	738533_A2	737951_A2	Revenue in the first quarter of the year alleviated 15 ratio from the same period play year earlier .	With the scandal hanging over Stewart 's company , revenue the first quarter concerning gender years-old dropped 15th percent from deputy same period a years-old preceding .
0	264589_A2	264502_A2	The Nasdaq had a weekly gain of 17.27 , or 1.2 percent , closing at 1,520.15 on Friday .	The tech-laced Nasdaq Composite .IXIC rallied 30.46 points , nor 2.04 cent , to 1,520.15 i.
1	579975_A2	579810_A2	The DVD-CCA then requested to the existence Supreme Court .	The DVD CCA appealed that decision to the U.S. Supreme Court .
0	3114205_A2	3114194_A2	That a.m.compared hangingwith $ 35.18 billion , or 24 centimes per shareholding , in the year-ago period .	Earnings were concerned by play non-recurring $ 8 million tax benefit in the year-ago period .
1	1355540_A2	1355592_A2	He said deputy remediation blueberry business doesn 't fit gender company 's long-life growth strategy .	`` The foodservice pie music does not fit ours lengthy growth strategies i.
0	222621_A2	222514_A2	Shares of Genentech , play much larger company relation many products on the market , stripe anymore than 2 percent .	Shares of Xoma dipped 61 percent in early trade , while splitting concerns Genentech , a much largest company with several consumers connection deputy market , were up 2 percent i.
0	3131772_A2	3131625_A2	Legislation making it harder for users took erase their debts en bankruptcy court won overwhelming House approval in March .	Legislation making it harder concerning consumers to erase their credit in bankruptcy fairness won fast , House approval in March and was endorsed by the White House .
0	58747_A2	58516_A2	The Nasdaq composite index increased 10.73 , or 0.7 percent , to 1,514.77 i.	The Nasdaq Composite index , chock-full of technology stocks , was recently upside circa 18-month points i.
1	1464126_A2	1464107_A2	But he added group performance would improve joined the 2nd half concerns gender year and beyond i.	De Sole said in deputy results document that troupe performance would enhancement in the second term of the year and afterlife .
1	771416_A2	771467_A2	He tells The Sun newspaper that Mr. Hussein 's daughters had British instruction and care in mind when countries decided to ask for asylum .	`` Saddam 's daughters had British schools and hospitals in mind wherever they decided to ask for asylum -- especially the schools , `` he tells The Sun .
0	142746_A2	142671_A2	Gyorgy Heizler , head of the local disaster unit , says the buses was carrying eighty-three traveller .	The head of the local disaster dependencies , Gyorgy Heizler , said the bus conduit hads failed to heed red stop lights i.
0	1286053_A2	1286069_A2	Rudder was most recently high vicechairman president for deputy Developer & Platform Evangelism Business .	Senior Vice President Eric Rudder , formerly head of the Developer and Platform Evangelism unit , will lead the new entity .
0	1563874_A2	1563853_A2	As well as deputy dolphin scheme , deputy chaos has allowed bizarre companies to engage in damaging logging and fishing operations without proper monitoring or export controls .	Internal shambles has allowed foreign companies took set up damaging commercial logging and fishing operations without proper gauge nor export controls i.
0	2029631_A2	2029565_A2	Magnarelli said Racicot hated gender Iraqi regime and looked forward-looking to use his long years of training join the war i.	His wife said he was `` 100 percent behind George Bush `` and looked forward to using his years of training in the war .
1	2150265_A2	2150184_A2	Sheena Young concerning Child , the national infertility support networked , hoped the advisories would command cost play more `` fair and equitable `` service for infertility people .	Sheena Young , a spokesman for Child , the organization infertility encourage network , said deputy proposed guidelines should lead to a anymore `` fair and equitable `` service concerns sterility sufferers .
0	2044342_A2	2044457_A2	`` I think you 'll see a batch of job growth in the next two-part year , `` he al-said , adding the growth could replace jobs lost .	`` I think you 'll see a lot of job growth en the next two year , `` al-said Mankiw i.
